Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45919589,03/30/2020 03:33:44 PM,03/30/2020 07:14:49 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10002,484 EAST HOUSTON STREET,EAST HOUSTON STREET,LILLIAN WALD DRIVE,BARUCH PLACE,LILLIAN WALD DRIVE,BARUCH PLACE,,NEW YORK,EAST HOUSTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 11:14:50 PM,03 MANHATTAN,1003560001,MANHATTAN,990787,201285,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71915513912150,-73.97641784722360,"(40.71915513912149, -73.97641784722362)"
45915403,03/30/2020 07:05:24 PM,03/30/2020 08:07:23 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10040,FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  190 STREET,FORT WASHINGTON AVENUE,WEST  190 STREET,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2020 12:07:26 AM,12 MANHATTAN,,MANHATTAN,1002064,251552,PHONE,Unspecified,MANHATTAN,,,,,,,,40.857108994798400,-73.93560289829800,"(40.857108994798416, -73.93560289829801)"
45917632,03/30/2020 03:16:33 PM,03/31/2020 12:25:53 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11363,34-14 BROOKSIDE STREET,BROOKSIDE STREET,34 AVENUE,37 AVENUE,34 AVENUE,37 AVENUE,,LITTLE NECK,BROOKSIDE STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2020 04:25:55 AM,11 QUEENS,4081600106,QUEENS,1055079,222229,ONLINE,Unspecified,QUEENS,,,,,,,,40.7763597848223,-73.74426533306010,"(40.7763597848223, -73.74426533306008)"
45920725,03/30/2020 08:12:10 PM,03/30/2020 09:14:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11201,50 COURT STREET,COURT STREET,JORALEMON STREET,LIVINGSTON STREET,JORALEMON STREET,LIVINGSTON STREET,,BROOKLYN,COURT STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/31/2020 01:14:44 AM,02 BROOKLYN,3002650043,BROOKLYN,986718,191505,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69231341560340,-73.99110030252790,"(40.69231341560339, -73.99110030252788)"
45918116,03/30/2020 07:58:47 AM,03/30/2020 08:46:39 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11239,501 GATEWAY DRIVE,GATEWAY DRIVE,BEND,ERSKINE STREET,BEND,ERSKINE STREET,,BROOKLYN,GATEWAY DRIVE,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please c,03/30/2020 12:46:41 PM,05 BROOKLYN,3044520520,BROOKLYN,1020615,176572,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65125135665900,-73.86894715160770,"(40.65125135665902, -73.86894715160767)"
45919580,03/30/2020 11:25:09 AM,03/30/2020 12:39:12 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11217,FULTON STREET,FULTON STREET,FULTON STREET,ROCKWELL PLACE,FULTON STREET,ROCKWELL PLACE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 04:39:15 PM,02 BROOKLYN,,BROOKLYN,989995,190027,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68825512555960,-73.97928458244050,"(40.68825512555962, -73.97928458244048)"
45916152,03/30/2020 12:25:59 PM,03/30/2020 12:59:54 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10011,410 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 04:59:56 PM,02 MANHATTAN,1005720005,MANHATTAN,984431,206653,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73389140632830,-73.99934690017330,"(40.73389140632827, -73.99934690017334)"
45920071,03/30/2020 03:37:01 PM,03/30/2020 03:48:19 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   92 STREET,AMSTERDAM AVENUE,WEST   92 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 07:48:21 PM,07 MANHATTAN,,MANHATTAN,991939,227642,PHONE,Unspecified,MANHATTAN,,,,,,,,40.791497463457100,-73.97223187969250,"(40.791497463457084, -73.97223187969249)"
45915375,03/30/2020 12:24:18 PM,03/30/2020 05:32:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11238,308 FRANKLIN AVENUE,FRANKLIN AVENUE,LAFAYETTE AVENUE,CLIFTON PLACE,LAFAYETTE AVENUE,CLIFTON PLACE,,BROOKLYN,FRANKLIN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 09:32:40 PM,03 BROOKLYN,3019490042,BROOKLYN,996125,190216,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.688767785320500,-73.95718059489080,"(40.688767785320465, -73.95718059489081)"
45916851,03/30/2020 09:37:02 PM,03/30/2020 10:55:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11225,220 MONTGOMERY STREET,MONTGOMERY STREET,MC KEEVER PLACE,BEDFORD AVENUE,MC KEEVER PLACE,BEDFORD AVENUE,,BROOKLYN,MONTGOMERY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2020 02:55:18 AM,09 BROOKLYN,3013020001,BROOKLYN,996051,181858,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66582706516120,-73.95746206244220,"(40.66582706516124, -73.95746206244218)"
45920300,03/30/2020 12:25:40 PM,03/30/2020 01:00:04 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10009,602 EAST    9 STREET,EAST    9 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,,NEW YORK,EAST    9 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 05:00:06 PM,03 MANHATTAN,1003910007,MANHATTAN,989798,203824,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72612475536910,-73.97998356030790,"(40.72612475536914, -73.97998356030787)"
45917790,03/30/2020 05:29:45 PM,03/30/2020 07:20:39 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11229,2002 AVENUE U,AVENUE U,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,,BROOKLYN,AVENUE U,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 11:20:41 PM,15 BROOKLYN,3073530001,BROOKLYN,997794,157655,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5993924763795,-73.95122781256960,"(40.5993924763795, -73.95122781256956)"
45918845,03/30/2020 04:30:02 PM,03/30/2020 05:48:53 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10035,EAST  117 STREET,EAST  117 STREET,MADISON AVENUE,METRO NORTH RAILROAD,MADISON AVENUE,METRO NORTH RAILROAD,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/30/2020 09:48:56 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
45915380,03/30/2020 03:26:38 AM,03/30/2020 08:30:09 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11377,32-30 62 STREET,62 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,,WOODSIDE,62 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/30/2020 12:30:16 PM,01 QUEENS,4011620024,QUEENS,1011798,214481,ONLINE,Unspecified,QUEENS,,,,,,,,40.755334394965300,-73.90056690860060,"(40.755334394965324, -73.90056690860055)"
45919516,03/30/2020 10:19:05 AM,03/30/2020 11:07:02 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10462,1491 METROPOLITAN AVENUE,METROPOLITAN AVENUE,YANKEE MALL,PARKCHESTER ROAD,YANKEE MALL,PARKCHESTER ROAD,,BRONX,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 03:07:07 PM,09 BRONX,2039377501,BRONX,1022811,244314,PHONE,Unspecified,BRONX,,,,,,,,40.83717660150700,-73.86064480296970,"(40.83717660150696, -73.86064480296972)"
45920209,03/30/2020 12:00:40 PM,03/30/2020 12:40:28 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10019,PIER   90,PIER   90,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,,NEW YORK,PIER   90,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 04:40:30 PM,04 MANHATTAN,1011090021,MANHATTAN,984997,218703,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76696558366910,-73.99730327155760,"(40.76696558366913, -73.99730327155758)"
45918490,03/30/2020 11:14:55 AM,03/30/2020 11:32:07 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11206,JOHNSON AVENUE,JOHNSON AVENUE,JOHNSON AVENUE,MANHATTAN AVENUE,JOHNSON AVENUE,MANHATTAN AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 03:32:09 PM,01 BROOKLYN,,BROOKLYN,999554,196657,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70644156214500,-73.94480152137970,"(40.70644156214501, -73.94480152137966)"
45919948,03/30/2020 03:10:25 PM,03/30/2020 03:18:16 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10003,2 GRAMERCY PARK WEST,GRAMERCY PARK WEST,EAST   21 STREET,EAST   20 STREET,EAST   21 STREET,EAST   20 STREET,,NEW YORK,GRAMERCY PARK WEST,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 07:18:18 PM,06 MANHATTAN,1008760011,MANHATTAN,987992,208314,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.738449651361100,-73.9864968687625,"(40.738449651361066, -73.9864968687625)"
45920792,03/30/2020 04:21:46 PM,03/30/2020 07:08:31 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11207,1675 BROADWAY,BROADWAY,SCHAEFER STREET,DECATUR STREET,SCHAEFER STREET,DECATUR STREET,,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 11:08:35 PM,04 BROOKLYN,3034260005,BROOKLYN,1008460,188559,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68419455661340,-73.91270847722330,"(40.68419455661337, -73.91270847722329)"
45915424,03/30/2020 07:28:37 AM,03/30/2020 10:48:19 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10001,9 AVENUE,9 AVENUE,9 AVENUE,WEST   31 STREET,9 AVENUE,WEST   31 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:48:23 PM,04 MANHATTAN,,MANHATTAN,984892,213064,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75148798049460,-73.99768286826400,"(40.75148798049455, -73.99768286826396)"
45918128,03/30/2020 02:09:05 PM,03/30/2020 03:14:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11238,870 ATLANTIC AVENUE,ATLANTIC AVENUE,CLINTON AVENUE,WAVERLY AVENUE,CLINTON AVENUE,WAVERLY AVENUE,,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 07:14:34 PM,08 BROOKLYN,3011220021,BROOKLYN,993659,187550,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68145319020940,-73.96607632965400,"(40.68145319020944, -73.96607632965404)"
45920844,03/30/2020 07:39:16 AM,03/30/2020 08:44:39 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10075,132 EAST   78 STREET,EAST   78 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,NEW YORK,EAST   78 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 12:44:40 PM,08 MANHATTAN,1014120058,MANHATTAN,995363,221440,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.774470981117300,-73.95987667752800,"(40.774470981117275, -73.95987667752804)"
45916063,03/30/2020 09:53:58 AM,03/30/2020 10:03:27 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11201,140 ST EDWARDS STREET,ST EDWARDS STREET,MONUMENT WALK,WILLOUGHBY STREET,MONUMENT WALK,WILLOUGHBY STREET,,BROOKLYN,ST EDWARDS STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 02:03:30 PM,02 BROOKLYN,3020680117,BROOKLYN,990450,191528,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.692374717709800,-73.97764255447220,"(40.692374717709775, -73.97764255447217)"
45916053,03/30/2020 06:21:05 PM,03/30/2020 07:26:51 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10457,248 EAST  174 STREET,EAST  174 STREET,WEEKS AVENUE,MONROE AVENUE,WEEKS AVENUE,MONROE AVENUE,,BRONX,EAST  174 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 11:26:55 PM,04 BRONX,2027920040,BRONX,1010019,247035,PHONE,Unspecified,BRONX,,,,,,,,40.84469153995730,-73.90686318005750,"(40.84469153995725, -73.90686318005753)"
45919284,03/30/2020 12:50:23 PM,03/30/2020 03:58:09 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11694,106-20 SHOREFRONT PARKWAY,SHOREFRONT PARKWAY,BEACH  105 STREET,BEND,BEACH  105 STREET,BEND,,FAR ROCKAWAY,SHORE FRONT PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 07:58:22 PM,14 QUEENS,4161770035,QUEENS,1032385,150897,PHONE,Unspecified,QUEENS,,,,,,,,40.5807227850377,-73.82671334939980,"(40.5807227850377, -73.82671334939981)"
45920843,03/30/2020 11:31:53 AM,03/30/2020 12:13:47 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11233,126 SACKMAN STREET,SACKMAN STREET,ATLANTIC AVENUE,PACIFIC STREET,ATLANTIC AVENUE,PACIFIC STREET,,BROOKLYN,SACKMAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:13:56 PM,16 BROOKLYN,3014360032,BROOKLYN,1010269,185366,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.675425367777800,-73.906198283722,"(40.675425367777834, -73.906198283722)"
45918817,03/30/2020 11:03:26 AM,03/30/2020 12:55:41 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11225,1131 PRESIDENT STREET,PRESIDENT STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,,BROOKLYN,PRESIDENT STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 04:55:45 PM,09 BROOKLYN,3012750076,BROOKLYN,997368,182721,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66819395442710,-73.9527131199452,"(40.66819395442707, -73.9527131199452)"
45917626,03/30/2020 08:28:10 AM,03/30/2020 03:58:18 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11210,1627 NEW YORK AVENUE,NEW YORK AVENUE,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,,BROOKLYN,NEW YORK AVENUE,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please c,03/30/2020 07:58:23 PM,17 BROOKLYN,3075610024,BROOKLYN,999587,169903,PHONE,Unspecified,BROOKLYN,,,,,,,,40.633007771287,-73.9447433672048,"(40.633007771287, -73.9447433672048)"
45920310,03/30/2020 08:40:18 AM,03/30/2020 11:02:19 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10022,EAST   57 STREET,EAST   57 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 03:02:20 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
45915438,03/30/2020 03:12:19 PM,03/30/2020 11:37:42 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10128,324 EAST   93 STREET,EAST   93 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   93 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2020 03:37:47 AM,08 MANHATTAN,1015550038,MANHATTAN,998830,224120,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78182183432030,-73.9473533124379,"(40.78182183432031, -73.9473533124379)"
45917702,03/30/2020 11:06:18 PM,03/30/2020 11:12:18 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11212,256 LIVONIA AVENUE,LIVONIA AVENUE,ROCKAWAY AVENUE,WATKINS STREET,ROCKAWAY AVENUE,WATKINS STREET,,BROOKLYN,LIVONIA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2020 03:12:20 AM,16 BROOKLYN,3035900016,BROOKLYN,1009654,180699,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.662617287543300,-73.90843302081730,"(40.662617287543334, -73.90843302081727)"
45916113,03/30/2020 07:30:27 PM,03/30/2020 09:25:03 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11412,192-18 LINDEN BOULEVARD,LINDEN BOULEVARD,192 STREET,193 STREET,192 STREET,193 STREET,,SAINT ALBANS,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2020 01:25:08 AM,12 QUEENS,4126090009,QUEENS,1051034,191675,ONLINE,Unspecified,QUEENS,,,,,,,,40.692528392465900,-73.7591733954469,"(40.692528392465924, -73.7591733954469)"
45920709,03/30/2020 08:15:30 AM,03/30/2020 09:10:27 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10038,1 PARK ROW,PARK ROW,BEND,BEND,BEND,BEND,,NEW YORK,PARK ROW,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:10:32 PM,01 MANHATTAN,1000900001,MANHATTAN,981989,198457,PHONE,Unspecified,MANHATTAN,,,,,,,,40.711395081703,-74.00815558199160,"(40.711395081703, -74.00815558199155)"
45918510,03/30/2020 09:55:49 AM,03/30/2020 12:41:36 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10466,4377 BRONX BOULEVARD,BRONX BOULEVARD,EAST  237 STREET,NEREID AVENUE,EAST  237 STREET,NEREID AVENUE,,BRONX,BRONX BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:41:37 PM,12 BRONX,2050350034,BRONX,1023437,266903,ONLINE,Unspecified,BRONX,,,,,,,,40.89917368422270,-73.8582504119544,"(40.89917368422271, -73.8582504119544)"
45916352,03/30/2020 04:47:38 PM,03/31/2020 12:23:37 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10009,53 AVENUE B,AVENUE B,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,,NEW YORK,AVENUE B,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/31/2020 04:23:40 AM,03 MANHATTAN,1003860010,MANHATTAN,989078,202752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.723182797777500,-73.98258199268830,"(40.723182797777525, -73.98258199268828)"
45918078,03/30/2020 10:04:27 AM,03/30/2020 10:15:12 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11426,247-38 87 DRIVE,87 DRIVE,COMMONWEALTH BOULEVARD,248 STREET,COMMONWEALTH BOULEVARD,248 STREET,,BELLEROSE,87 DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 02:15:16 PM,13 QUEENS,4086390034,QUEENS,1062169,205169,PHONE,Unspecified,QUEENS,,,,,,,,40.72947499531540,-73.71886408782620,"(40.72947499531536, -73.71886408782616)"
45918812,03/30/2020 04:13:03 PM,03/30/2020 04:19:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Park/Playground,10301,60 FOOTE AVENUE,FOOTE AVENUE,GRAND AVENUE,CLOVE ROAD,GRAND AVENUE,CLOVE ROAD,,STATEN ISLAND,FOOTE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 08:19:34 PM,01 STATEN ISLAND,5006100127,STATEN ISLAND,956590,162887,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.61372042310930,-74.099625552084,"(40.61372042310925, -74.099625552084)"
45918779,03/30/2020 12:29:20 PM,03/30/2020 12:50:03 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11217,61 BOND STREET,BOND STREET,SCHERMERHORN STREET,STATE STREET,SCHERMERHORN STREET,STATE STREET,,BROOKLYN,BOND STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 04:50:06 PM,02 BROOKLYN,3001720005,BROOKLYN,988637,189884,PHONE,Unspecified,BROOKLYN,,,,,,,,40.687863400680400,-73.9841813746569,"(40.687863400680406, -73.9841813746569)"
45920072,03/30/2020 12:56:25 PM,03/30/2020 06:26:46 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10031,543 WEST  138 STREET,WEST  138 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,,NEW YORK,WEST  138 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 10:26:50 PM,09 MANHATTAN,1020700004,MANHATTAN,997253,238667,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82175182005340,-73.95301950345190,"(40.82175182005341, -73.95301950345193)"
45919914,03/30/2020 06:52:53 AM,03/30/2020 08:49:24 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11102,18-15 27 AVENUE,27 AVENUE,18 STREET,21 STREET,18 STREET,21 STREET,,ASTORIA,27 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 12:49:27 PM,01 QUEENS,4008850012,QUEENS,1004455,220803,ONLINE,Unspecified,QUEENS,,,,,,,,40.77270647707910,-73.92705207274740,"(40.77270647707908, -73.92705207274739)"
45915407,03/30/2020 10:44:36 AM,03/30/2020 04:43:14 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11105,18-15 45 STREET,45 STREET,BERRIAN BOULEVARD,19 AVENUE,BERRIAN BOULEVARD,19 AVENUE,,ASTORIA,45 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/30/2020 08:43:15 PM,80 QUEENS,4007770001,QUEENS,1013384,222621,ONLINE,Unspecified,QUEENS,,,,,,,,40.77767148741990,-73.89480704573250,"(40.77767148741987, -73.89480704573245)"
45918094,03/30/2020 04:40:30 PM,03/30/2020 05:40:39 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10023,2131 BROADWAY,BROADWAY,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 09:40:41 PM,07 MANHATTAN,1011660024,MANHATTAN,989399,223715,PHONE,Unspecified,MANHATTAN,,,,,,,,40.780720742519000,-73.98140786712330,"(40.780720742519044, -73.98140786712331)"
45917344,03/30/2020 10:38:18 AM,03/30/2020 11:09:20 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11385,48-05 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LIRR BUSHWICK LINE,TROUTMAN STREET,LIRR BUSHWICK LINE,TROUTMAN STREET,,RIDGEWOOD,METROPOLITAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 03:09:24 PM,05 QUEENS,4026117501,QUEENS,1006704,199311,PHONE,Unspecified,QUEENS,,,,,,,,40.71371090400570,-73.91900405733010,"(40.71371090400565, -73.91900405733008)"
45917791,03/30/2020 04:08:36 PM,03/30/2020 05:42:11 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10023,2131 BROADWAY,BROADWAY,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 09:42:12 PM,07 MANHATTAN,1011660024,MANHATTAN,989399,223715,PHONE,Unspecified,MANHATTAN,,,,,,,,40.780720742519000,-73.98140786712330,"(40.780720742519044, -73.98140786712331)"
45917754,03/30/2020 02:36:18 AM,03/30/2020 02:39:59 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11105,21-01 31 STREET,31 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,,ASTORIA,31 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 06:40:06 AM,01 QUEENS,4008310029,QUEENS,1009511,222620,ONLINE,Unspecified,QUEENS,,,,,,,,40.77768065985760,-73.90879112290580,"(40.77768065985755, -73.90879112290578)"
45916976,03/30/2020 09:11:28 AM,03/30/2020 10:32:47 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10003,221 EAST   10 STREET,EAST   10 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   10 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 02:32:53 PM,03 MANHATTAN,1004520047,MANHATTAN,988226,204979,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72929579505960,-73.98565444285820,"(40.72929579505963, -73.98565444285822)"
